assetId,filename,family,subjectId,subjectTitle,simpleVisualDescription,aspectRatio,batchId,batchIndexWithinFamily,batchAssetCount,simpleCommand
VIS-CIV-TRJ-URBAN_DENSITY,VIS-CIV-TRJ-URBAN_DENSITY.webp,TRAJECTORY_MOTIF,URBAN_DENSITY,城市运行密度,为“城市运行密度”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-ENERGY,VIS-CIV-TRJ-ENERGY.webp,TRAJECTORY_MOTIF,ENERGY,文明能源容量,为“文明能源容量”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-SURPLUS_BUFFER,VIS-CIV-TRJ-SURPLUS_BUFFER.webp,TRAJECTORY_MOTIF,SURPLUS_BUFFER,剩余与缓冲容量,为“剩余与缓冲容量”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-MEMORY_CAPACITY,VIS-CIV-TRJ-MEMORY_CAPACITY.webp,TRAJECTORY_MOTIF,MEMORY_CAPACITY,文明记忆容量,为“文明记忆容量”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-INFORMATION_VELOCITY,VIS-CIV-TRJ-INFORMATION_VELOCITY.webp,TRAJECTORY_MOTIF,INFORMATION_VELOCITY,信息速度,为“信息速度”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-MOBILITY_RADIUS,VIS-CIV-TRJ-MOBILITY_RADIUS.webp,TRAJECTORY_MOTIF,MOBILITY_RADIUS,人类移动半径,为“人类移动半径”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-COORDINATION_SCALE,VIS-CIV-TRJ-COORDINATION_SCALE.webp,TRAJECTORY_MOTIF,COORDINATION_SCALE,协调尺度,为“协调尺度”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B30,1,8,继续 TRAJECTORY_MOTIF 第一批 8 张
VIS-CIV-TRJ-INSTITUTIONAL_COMPLEXITY,VIS-CIV-TRJ-INSTITUTIONAL_COMPLEXITY.webp,TRAJECTORY_MOTIF,INSTITUTIONAL_COMPLEXITY,制度复杂度,为“制度复杂度”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-ECONOMIC_CONNECTIVITY,VIS-CIV-TRJ-ECONOMIC_CONNECTIVITY.webp,TRAJECTORY_MOTIF,ECONOMIC_CONNECTIVITY,经济连接度,为“经济连接度”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-INFRASTRUCTURE_DEPENDENCY,VIS-CIV-TRJ-INFRASTRUCTURE_DEPENDENCY.webp,TRAJECTORY_MOTIF,INFRASTRUCTURE_DEPENDENCY,基础设施依赖,为“基础设施依赖”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-DISEASE_COUPLING,VIS-CIV-TRJ-DISEASE_COUPLING.webp,TRAJECTORY_MOTIF,DISEASE_COUPLING,疾病耦合,为“疾病耦合”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-MEANING_NETWORK_REACH,VIS-CIV-TRJ-MEANING_NETWORK_REACH.webp,TRAJECTORY_MOTIF,MEANING_NETWORK_REACH,意义与信仰网络覆盖,为“意义与信仰网络覆盖”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-KNOWLEDGE_PARTICIPATION,VIS-CIV-TRJ-KNOWLEDGE_PARTICIPATION.webp,TRAJECTORY_MOTIF,KNOWLEDGE_PARTICIPATION,知识参与容量,为“知识参与容量”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-COMPUTATIONAL_CAPACITY,VIS-CIV-TRJ-COMPUTATIONAL_CAPACITY.webp,TRAJECTORY_MOTIF,COMPUTATIONAL_CAPACITY,计算能力,为“计算能力”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TRJ-LOAD_FUTURE_CAPACITY,VIS-CIV-TRJ-LOAD_FUTURE_CAPACITY.webp,TRAJECTORY_MOTIF,LOAD_FUTURE_CAPACITY,负载 × 未来容量,为“负载 × 未来容量”制作抽象、历史感强的长时段视觉底层；简洁，给曲线/带状图留空间，不画假数据。,16:09,CIV-VIS-B31,2,8,继续 TRAJECTORY_MOTIF 第二批 8 张
VIS-CIV-TW-01,VIS-CIV-TW-01.webp,TRANSITION_WINDOW,TW-01,定居,表现“定居”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-02,VIS-CIV-TW-02.webp,TRANSITION_WINDOW,TW-02,农业,表现“农业”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-03,VIS-CIV-TW-03.webp,TRANSITION_WINDOW,TW-03,剩余与储存,表现“剩余与储存”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-04,VIS-CIV-TW-04.webp,TRANSITION_WINDOW,TW-04,城市,表现“城市”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-05,VIS-CIV-TW-05.webp,TRANSITION_WINDOW,TW-05,文字,表现“文字”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-06,VIS-CIV-TW-06.webp,TRANSITION_WINDOW,TW-06,行政国家,表现“行政国家”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-07,VIS-CIV-TW-07.webp,TRANSITION_WINDOW,TW-07,青铜时代国际体系,表现“青铜时代国际体系”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-08,VIS-CIV-TW-08.webp,TRANSITION_WINDOW,TW-08,青铜时代断裂,表现“青铜时代断裂”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B32,1,8,继续 TRANSITION_WINDOW 第一批 8 张
VIS-CIV-TW-09,VIS-CIV-TW-09.webp,TRANSITION_WINDOW,TW-09,铁器,表现“铁器”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-10,VIS-CIV-TW-10.webp,TRANSITION_WINDOW,TW-10,帝国,表现“帝国”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-11,VIS-CIV-TW-11.webp,TRANSITION_WINDOW,TW-11,系统化思想,表现“系统化思想”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-12,VIS-CIV-TW-12.webp,TRANSITION_WINDOW,TW-12,标准化,表现“标准化”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-13,VIS-CIV-TW-13.webp,TRANSITION_WINDOW,TW-13,大陆帝国稳定,表现“大陆帝国稳定”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-14,VIS-CIV-TW-14.webp,TRANSITION_WINDOW,TW-14,普遍宗教,表现“普遍宗教”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-15,VIS-CIV-TW-15.webp,TRANSITION_WINDOW,TW-15,经典传统,表现“经典传统”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-16,VIS-CIV-TW-16.webp,TRANSITION_WINDOW,TW-16,印刷,表现“印刷”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B33,2,8,继续 TRANSITION_WINDOW 第二批 8 张
VIS-CIV-TW-17,VIS-CIV-TW-17.webp,TRANSITION_WINDOW,TW-17,大陆贸易,表现“大陆贸易”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-18,VIS-CIV-TW-18.webp,TRANSITION_WINDOW,TW-18,蒙古欧亚压缩,表现“蒙古欧亚压缩”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-19,VIS-CIV-TW-19.webp,TRANSITION_WINDOW,TW-19,全球海洋连接,表现“全球海洋连接”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-20,VIS-CIV-TW-20.webp,TRANSITION_WINDOW,TW-20,殖民重构,表现“殖民重构”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-21,VIS-CIV-TW-21.webp,TRANSITION_WINDOW,TW-21,大西洋强制迁移,表现“大西洋强制迁移”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-22,VIS-CIV-TW-22.webp,TRANSITION_WINDOW,TW-22,制度化科学,表现“制度化科学”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-23,VIS-CIV-TW-23.webp,TRANSITION_WINDOW,TW-23,化石能源,表现“化石能源”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-24,VIS-CIV-TW-24.webp,TRANSITION_WINDOW,TW-24,工业生产,表现“工业生产”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B34,3,8,继续 TRANSITION_WINDOW 第三批 8 张
VIS-CIV-TW-25,VIS-CIV-TW-25.webp,TRANSITION_WINDOW,TW-25,铁路与电报,表现“铁路与电报”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-26,VIS-CIV-TW-26.webp,TRANSITION_WINDOW,TW-26,大众教育,表现“大众教育”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-27,VIS-CIV-TW-27.webp,TRANSITION_WINDOW,TW-27,民族国家,表现“民族国家”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-28,VIS-CIV-TW-28.webp,TRANSITION_WINDOW,TW-28,总动员战争,表现“总动员战争”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-29,VIS-CIV-TW-29.webp,TRANSITION_WINDOW,TW-29,核时代,表现“核时代”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-30,VIS-CIV-TW-30.webp,TRANSITION_WINDOW,TW-30,去殖民化,表现“去殖民化”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-31,VIS-CIV-TW-31.webp,TRANSITION_WINDOW,TW-31,数字网络,表现“数字网络”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-TW-32,VIS-CIV-TW-32.webp,TRANSITION_WINDOW,TW-32,计算—人工智能,表现“计算—人工智能”的 before → threshold → after 转型过程；以场景变化表达结构转折，无文字。,16:09,CIV-VIS-B35,4,8,继续 TRANSITION_WINDOW 第四批 8 张
VIS-CIV-SS-01,VIS-CIV-SS-01.webp,SCALE_SHIFT,SS-01,定居文明,表现“定居文明”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-02,VIS-CIV-SS-02.webp,SCALE_SHIFT,SS-02,城市文明,表现“城市文明”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-03,VIS-CIV-SS-03.webp,SCALE_SHIFT,SS-03,帝国文明,表现“帝国文明”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-04,VIS-CIV-SS-04.webp,SCALE_SHIFT,SS-04,超政治文明,表现“超政治文明”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-05,VIS-CIV-SS-05.webp,SCALE_SHIFT,SS-05,行星文明连接,表现“行星文明连接”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-06,VIS-CIV-SS-06.webp,SCALE_SHIFT,SS-06,工业文明,表现“工业文明”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-SS-07,VIS-CIV-SS-07.webp,SCALE_SHIFT,SS-07,计算文明基础设施,表现“计算文明基础设施”的运行尺度跃迁，从较小层级转向更大层级；结构清晰，适合叠加 SVG。,16:09,CIV-VIS-B36,1,7,继续 SCALE_SHIFT 第一批 7 张
VIS-CIV-LF-POLITICAL_BOUNDARY,VIS-CIV-LF-POLITICAL_BOUNDARY.webp,LOSS_FAMILY,POLITICAL_BOUNDARY,政治与边界,表现“政治与边界”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LF-POPULATION_URBAN,VIS-CIV-LF-POPULATION_URBAN.webp,LOSS_FAMILY,POPULATION_URBAN,人口与城市,表现“人口与城市”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LF-KNOWLEDGE_INSTITUTIONAL,VIS-CIV-LF-KNOWLEDGE_INSTITUTIONAL.webp,LOSS_FAMILY,KNOWLEDGE_INSTITUTIONAL,知识与制度,表现“知识与制度”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LF-NETWORK_INFRASTRUCTURE,VIS-CIV-LF-NETWORK_INFRASTRUCTURE.webp,LOSS_FAMILY,NETWORK_INFRASTRUCTURE,网络与基础设施,表现“网络与基础设施”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LF-MEANING_IDENTITY_CARRIER,VIS-CIV-LF-MEANING_IDENTITY_CARRIER.webp,LOSS_FAMILY,MEANING_IDENTITY_CARRIER,意义、身份与载体,表现“意义、身份与载体”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LF-SUCCESSION_ABSORPTION_FUTURE,VIS-CIV-LF-SUCCESSION_ABSORPTION_FUTURE.webp,LOSS_FAMILY,SUCCESSION_ABSORPTION_FUTURE,继任、吸收与未来,表现“继任、吸收与未来”对应的文明损失/逆转机制；深色、克制、历史感强，留矩阵叠加空间。,16:09,CIV-VIS-B37,1,6,继续 LOSS_FAMILY 第一批 6 张
VIS-CIV-LT-LOSS-REGIME-END,VIS-CIV-LT-LOSS-REGIME-END.webp,LOSS_TYPE_VIGNETTE,LOSS-REGIME-END,政权终止,用极简小场景/图标表现“政权终止”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-TERRITORIAL-CONTRACTION,VIS-CIV-LT-LOSS-TERRITORIAL-CONTRACTION.webp,LOSS_TYPE_VIGNETTE,LOSS-TERRITORIAL-CONTRACTION,领土收缩,用极简小场景/图标表现“领土收缩”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-SOVEREIGNTY-LOSS,VIS-CIV-LT-LOSS-SOVEREIGNTY-LOSS.webp,LOSS_TYPE_VIGNETTE,LOSS-SOVEREIGNTY-LOSS,主权丧失,用极简小场景/图标表现“主权丧失”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-BOUNDARY-RECONFIGURATION,VIS-CIV-LT-LOSS-BOUNDARY-RECONFIGURATION.webp,LOSS_TYPE_VIGNETTE,LOSS-BOUNDARY-RECONFIGURATION,边界重塑,用极简小场景/图标表现“边界重塑”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-POPULATION-DECLINE,VIS-CIV-LT-LOSS-POPULATION-DECLINE.webp,LOSS_TYPE_VIGNETTE,LOSS-POPULATION-DECLINE,人口下降,用极简小场景/图标表现“人口下降”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-URBAN-DECLINE,VIS-CIV-LT-LOSS-URBAN-DECLINE.webp,LOSS_TYPE_VIGNETTE,LOSS-URBAN-DECLINE,城市衰退,用极简小场景/图标表现“城市衰退”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-SETTLEMENT-NETWORK-BREAKDOWN,VIS-CIV-LT-LOSS-SETTLEMENT-NETWORK-BREAKDOWN.webp,LOSS_TYPE_VIGNETTE,LOSS-SETTLEMENT-NETWORK-BREAKDOWN,聚落网络破碎,用极简小场景/图标表现“聚落网络破碎”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-DEMOGRAPHIC-TRANSFORMATION,VIS-CIV-LT-LOSS-DEMOGRAPHIC-TRANSFORMATION.webp,LOSS_TYPE_VIGNETTE,LOSS-DEMOGRAPHIC-TRANSFORMATION,人口结构变迁,用极简小场景/图标表现“人口结构变迁”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B38,1,8,继续 LOSS_TYPE_VIGNETTE 第一批 8 张
VIS-CIV-LT-LOSS-INSTITUTIONAL-BREAKDOWN,VIS-CIV-LT-LOSS-INSTITUTIONAL-BREAKDOWN.webp,LOSS_TYPE_VIGNETTE,LOSS-INSTITUTIONAL-BREAKDOWN,制度瓦解,用极简小场景/图标表现“制度瓦解”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-KNOWLEDGE-TRANSMISSION-LOSS,VIS-CIV-LT-LOSS-KNOWLEDGE-TRANSMISSION-LOSS.webp,LOSS_TYPE_VIGNETTE,LOSS-KNOWLEDGE-TRANSMISSION-LOSS,知识传承中断,用极简小场景/图标表现“知识传承中断”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-EDUCATION-DECLINE,VIS-CIV-LT-LOSS-EDUCATION-DECLINE.webp,LOSS_TYPE_VIGNETTE,LOSS-EDUCATION-DECLINE,教育体系衰退,用极简小场景/图标表现“教育体系衰退”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-PROFESSIONAL-CLASS-LOSS,VIS-CIV-LT-LOSS-PROFESSIONAL-CLASS-LOSS.webp,LOSS_TYPE_VIGNETTE,LOSS-PROFESSIONAL-CLASS-LOSS,专业阶层消失,用极简小场景/图标表现“专业阶层消失”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-TRANSPORT-NETWORK-LOSS,VIS-CIV-LT-LOSS-TRANSPORT-NETWORK-LOSS.webp,LOSS_TYPE_VIGNETTE,LOSS-TRANSPORT-NETWORK-LOSS,交通网络崩解,用极简小场景/图标表现“交通网络崩解”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-TRADE-SYSTEM-DISRUPTION,VIS-CIV-LT-LOSS-TRADE-SYSTEM-DISRUPTION.webp,LOSS_TYPE_VIGNETTE,LOSS-TRADE-SYSTEM-DISRUPTION,贸易体系中断,用极简小场景/图标表现“贸易体系中断”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-COMMUNICATION-BREAKDOWN,VIS-CIV-LT-LOSS-COMMUNICATION-BREAKDOWN.webp,LOSS_TYPE_VIGNETTE,LOSS-COMMUNICATION-BREAKDOWN,通信连接断裂,用极简小场景/图标表现“通信连接断裂”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-INFRASTRUCTURE-ABANDONMENT,VIS-CIV-LT-LOSS-INFRASTRUCTURE-ABANDONMENT.webp,LOSS_TYPE_VIGNETTE,LOSS-INFRASTRUCTURE-ABANDONMENT,基础设施废弃,用极简小场景/图标表现“基础设施废弃”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B39,2,8,继续 LOSS_TYPE_VIGNETTE 第二批 8 张
VIS-CIV-LT-LOSS-RELIGIOUS-TRANSFORMATION,VIS-CIV-LT-LOSS-RELIGIOUS-TRANSFORMATION.webp,LOSS_TYPE_VIGNETTE,LOSS-RELIGIOUS-TRANSFORMATION,宗教体系变迁,用极简小场景/图标表现“宗教体系变迁”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
VIS-CIV-LT-LOSS-CULTURAL-DISCONTINUITY,VIS-CIV-LT-LOSS-CULTURAL-DISCONTINUITY.webp,LOSS_TYPE_VIGNETTE,LOSS-CULTURAL-DISCONTINUITY,文化传统中断,用极简小场景/图标表现“文化传统中断”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
VIS-CIV-LT-LOSS-LANGUAGE-DECLINE,VIS-CIV-LT-LOSS-LANGUAGE-DECLINE.webp,LOSS_TYPE_VIGNETTE,LOSS-LANGUAGE-DECLINE,语言使用衰退,用极简小场景/图标表现“语言使用衰退”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
VIS-CIV-LT-LOSS-IDENTITY-RECONFIGURATION,VIS-CIV-LT-LOSS-IDENTITY-RECONFIGURATION.webp,LOSS_TYPE_VIGNETTE,LOSS-IDENTITY-RECONFIGURATION,身份认同转化,用极简小场景/图标表现“身份认同转化”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
VIS-CIV-LT-LOSS-ABSORPTION-BY-OTHERS,VIS-CIV-LT-LOSS-ABSORPTION-BY-OTHERS.webp,LOSS_TYPE_VIGNETTE,LOSS-ABSORPTION-BY-OTHERS,被其他文明吸收,用极简小场景/图标表现“被其他文明吸收”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
VIS-CIV-LT-LOSS-PARTIAL-CONTINUATION,VIS-CIV-LT-LOSS-PARTIAL-CONTINUATION.webp,LOSS_TYPE_VIGNETTE,LOSS-PARTIAL-CONTINUATION,部分延续存在,用极简小场景/图标表现“部分延续存在”；象征性强、无文字，适合卡片和矩阵。,1:01,CIV-VIS-B40,3,8,继续 LOSS_TYPE_VIGNETTE 第三批 8 张
